hero,opponent,games,wins,losses,win_rate,source
Edith,Terizla,26,19,7,0.7308,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Edith,Hayabusa,24,11,13,0.4583,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Edith,Chou,20,10,10,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Edith,Tigreal,20,9,11,0.45,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Moskov,Edith,27,9,18,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Moskov,Harith,22,8,14,0.3636,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Moskov,Roger,17,8,9,0.4706,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Moskov,Arlott,16,12,4,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Moskov,Ling,16,8,8,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Harith,Moskov,22,14,8,0.6364,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Harith,Edith,17,8,9,0.4706,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Harith,Claude,14,8,6,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Harith,Chou,13,11,2,0.8462000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Harith,Nolan,12,8,4,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Valentina,Edith,19,9,10,0.47369999999999995,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Valentina,Hylos,17,9,8,0.5294,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Valentina,Nolan,14,9,5,0.6429,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Valentina,Vexana,14,8,6,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Valentina,Moskov,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hylos,Valentina,17,8,9,0.4706,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hylos,Edith,16,6,10,0.375,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hylos,Claude,15,7,8,0.4667,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hylos,Phoveus,14,3,11,0.2143,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hylos,Nolan,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nolan,Edith,17,8,9,0.4706,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nolan,Moskov,15,11,4,0.7333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nolan,Valentina,14,5,9,0.35710000000000003,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nolan,Hayabusa,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nolan,Hylos,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hayabusa,Edith,24,13,11,0.5417000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hayabusa,Julian,16,9,7,0.5625,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hayabusa,Nolan,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hayabusa,Ling,12,8,4,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hayabusa,Vexana,11,7,4,0.6364,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ling,Moskov,16,8,8,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ling,Edith,15,4,11,0.2667,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ling,Tigreal,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ling,Hayabusa,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ling,Nolan,11,7,4,0.6364,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Chou,Edith,20,10,10,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Chou,Harith,13,2,11,0.15380000000000002,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Chou,Hylos,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Chou,Tigreal,12,5,7,0.4167,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Chou,Hayabusa,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Julian,Edith,17,6,11,0.3529,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Julian,Hayabusa,16,7,9,0.4375,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Julian,Nolan,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Julian,Roger,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Julian,Harith,11,7,4,0.6364,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Vexana,Valentina,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Vexana,Moskov,14,5,9,0.35710000000000003,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Vexana,Aurora,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Vexana,Tigreal,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Vexana,Edith,13,3,10,0.23079999999999998,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Tigreal,Edith,20,11,9,0.55,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Tigreal,Moskov,15,9,6,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Tigreal,Ling,14,8,6,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Tigreal,Vexana,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Tigreal,Chou,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Roger,Moskov,17,9,8,0.5294,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Roger,Aurora,13,9,4,0.6923,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Roger,Terizla,13,8,5,0.6154,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Roger,Julian,12,8,4,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Roger,Harith,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Terizla,Edith,26,7,19,0.2692,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Terizla,Roger,13,5,8,0.3846,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Terizla,Harith,11,4,7,0.3636,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Terizla,Aurora,10,7,3,0.7,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Terizla,Nolan,10,3,7,0.3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gatotkaca,Edith,16,4,12,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gatotkaca,Moskov,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gatotkaca,Khaleed,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gatotkaca,Harith,11,4,7,0.3636,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gatotkaca,Vexana,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Arlott,Edith,18,8,10,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Arlott,Moskov,16,4,12,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Arlott,Vexana,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Arlott,Nolan,10,3,7,0.3,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Arlott,Terizla,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhask,Moskov,13,8,5,0.6154,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhask,Edith,13,5,8,0.3846,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhask,Nolan,12,5,7,0.4167,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhask,Julian,10,8,2,0.8,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhask,Roger,10,4,6,0.4,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Phoveus,Edith,17,7,10,0.4118,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Phoveus,Hylos,14,11,3,0.7857,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Phoveus,Moskov,11,9,2,0.8181999999999999,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Phoveus,Zhask,10,7,3,0.7,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Phoveus,Julian,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Claude,Hylos,15,8,7,0.5333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Claude,Moskov,14,7,7,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
